blurb,name,usd_pledged,url,Weight
This key sized tool makes common difficult tasks easy.  9+ tools packed into one sleek fashionable easy to carry device.,Boss - A Titanium multi-tool that puts you in charge.,63158.539,,0.00010011
44mm & 50mm High Quality Swiss & Miyota Automatic Movement Aviation Instrument Inspired Mens Watches. Limited to 200 pieces,"Rubicon Cockpit Watches, Limited Editions 200 pieces",88467,,0.000140226
High Quality Swiss & Miyota Movement Aviation Instrument Inspired Mens Watches. Limited to 300 pieces,"Rubicon Big 50, Aviation  inspired  Automatic Watches",66081,,0.000104743
The Weatherneck utilizes powerful magnets and technical fabrics to offer a face shield/neck cuff that adjusts to your environment.,The Weatherneck-A Quick Release Bandana for the Outdoors,37184,,5.8939E-05
"The BackBottle provides cyclists and triathletes an easy answer for extra, accessible hydration when you GO ALL OUT!",BackBottle-The Jersey Friendly Bottle for All Cyclists,15393,,2.43989E-05
"Fantastically flexible & functional tools for bikes, boards, motorcycles or whatever drives your passion. www.fixitsticks.com",Fix It Sticks: Re-imagined Bicycle Tools That WORK,81864.977,,0.000129761
"Fix It Sticks is a bicycle multitool unlike all others. Our campaign is over, visit us at www.fixitsticks.com",Fix It Sticks-Fantastically Unique Bicycle Multitool,45201.75,,7.16476E-05
"A flexible and eclectic stand, sync, and charging cable accessory for iPhone... and Android.",Une Bobine - For People Who Love iPhone... and Android,212265.41,,0.000336454
"Were turning RBG into an awesome, iconic Action Figure!",Ruth Bader Ginsburg Action Figure,613705,,0.000972761
Lets turn Elizabeth Warren into an action figure that can bring the fight to the Right!,Elizabeth Warren Action Figure,161206,,0.000255522
Lets turn Bernie Sanders into an action figure and create a fun new way to get real people and small businesses engaged in politics.,Bernie Sanders Action Figure,248063.34,,0.000393196
"FCTRY is making Hillary Clinton into an awesome, iconic Ready-for-Action Figure.",Hillary Clinton Action Figure,26774,,4.24385E-05
"The WANDRD Travel Journal is the perfect tool to help you plan, enjoy, and remember your adventures.",The Travel Journal,77695,,0.000123151
More functional than a traditional duffel. More versatile than a dedicated travel bag.,The HEXAD Duffel: The Ultimate Carryall and Travel Companion,749148,,0.001187447
A stylish and functional bag for everyday use. Designed with the photographer and traveler in mind. Built to be your daily workhorse.,PRVKE 21 | The Best Bag For Everyday Carry & Camera Gear,413738,,0.000655801
A travel/photography backpack designed so your attention is focused on where you are and not what youre carrying.,"The Bag For Photographers, Travelers, & Adventurers || PRVKE",113697,,0.000180217
Mini but mighty! The Braza Bro will always be at your side. Carry this essential EDC tool with you everywhere!,Braza Bro EDC | The Must-Have Pocket & Keychain Mini Tool,66955,,0.000106128
"The best way to charge your Pebble 2 and Pebble Time 2 smartwatch. Proven design, high-end materials, updated features.",TimeDock Pebble Time 2 and Pebble 2 Charging Dock,132010.02,,0.000209244
A home for your Pebble Time & Time Steel smartwatch. Dock and display your watch while charging and keep it usable when off your wrist.,TIMEDOCK Charging Dock for Pebble Time & Steel Smartwatch,58042,,9.20002E-05
"Follow Focus for DSLR has a new counterweight that Balances the FocusShifter, keeping your shot in focus when the lever is released.",Balance Counterweight for the FocusShifter DSLR Follow Focus,13933,,2.20847E-05
A stand-alone follow focus and focus marker board that can be used on any DSLR camera lens. No extra equipment is required. Made in USA,Lens/Focus Shifter - Lens Mounted Follow Focus,26263,,4.16285E-05
One notebook to replace the productivity apps that have failed you. Itâs so simple itâs brilliant.,The Perfect Notebook,220171.69,,0.000348986
The ugly boring bike hook era is coming to an end. Dan lets you stagger multiple bikes horizontally in a space saving way.,DaHANGER DAN bike hook. Life is too short for just one bike.,25911,,4.10706E-05
"Shelfie is a contemporary design that will look perfect inside your home, with or without a bike.",SHELFIE - home is where you hang your bike.,67042,,0.000106266
"BicycleÂ® Seven Seas Playing Cards Printed by the USPCC. 36 illustrated tales of Ghost Ships, Pirates, and Sea Creatures.",Seven Seas Playing Cards,67045,,0.000106271
"The 1st Slim Wallet with Coin Compartment , 40% Smaller, 20% Bigger in Capacity, Hand Crafted the by Best Artisan in the Industry",VENQUE 3D SLIM WALLET,43311.625,,6.86516E-05
"A Smart Utility Briefcase That Offers Three Ways of Carrying-Fully Convertible to Backpack,Briefcase and Carryon,Canadian Craftsmanship",The Most Advanced Briefcase - Briefpack Utility XL,143618.42,,0.000227644
"A Smart Way to Carry Your Camera, Convertible and Functional, Ultimate Protection for Your Camera, Gears , for 10 Years.",VENQUE Smart DSLR Pro Bag,63689.344,,0.000100952
"Brew your own fresh, personalized craft beer using professional equipment and ingredients from a worldwide BrewMarketplace",Pico - Craft Beer at Home,1403359,,0.002224412
"Martian, a smartwatch with analog hands & time markers Initiate Calls & Commands, access Siri, Google & Alexa. Smart Movement & Crown.",mVoice G2: Worlds First Watch with Voice & Full Display,336976,,0.000534128
"Thank you for making MARTIAN WATCHES successful! After funding closes, visit www.martianwatches.com to pre-order.",MARTIAN â Voice Command Watches for iPhone & Android,221298.5,,0.000350772
"Its a blanket, underquilt, or sleepingbag inspired by your favorite puffy jacket. Puffle keeps you warm & cozy at home and in the wild!",Puffle | the 3 in 1 Adventure Blanket,112463,,0.000178261
The Inferno is a packable lightweight insulation system designed to Winter-Proof your hammock & keep you toasty warm on any adventure.,INFERNO | a Cocoon of Warmth for your Hammock!,69652,,0.000110403
The NubÃ© Stratosâ¢ is a lightweight modular hammock shelter that perfectly integrates layers of protection for you and your gear!,NubÃ© Stratos | Perfected Modular Hammock Shelter,53469,,8.47517E-05
"This 3-in-1 hammock easily transforms from a hammock to a beach blanket to a rain fly, all by pulling the quick draw cord system.",THE TREEO: A 3-in-1 Utility Hammock That Does It All,49815,,7.89599E-05
With its 4 unique resting positions and 9 functional features the Duo will get you to your final destination rested and relaxed.,The Worlds best TRAVEL PILLOW: 9 features packed in 1 pillow,379569,,0.000601641
Love your closet & leave stress behind. Higher Hangers are the first since 1869 to totally change how you see & use your closet.,Higher Hangers 2.0 - More Space. Less Waste. No Stress.,67715,,0.000107333
Patented dorm room idea fixes 150yr design flaw. Create 48 shoeboxes of new space by swapping your hangers. Works with collared shirts.,Higher Hangers: Space-Saving Closet Organization Reinvented,148885.13,,0.000235992
The first magnetic journal with removable and reattachable pages.,Rekonect Notebook: The Magnetic Lifestyle,202063,,0.000320283
"The SlingShot smartphone video stabilizer by WOXOM fits ALL smartphones (iPhone, etc.) It steadies your phone & might shoot a pebble.",SLINGSHOT : Stabilizes smartphone video . . . and more!,70074.273,,0.000111072
Protect and relieve your back and neck + improve your posture + make your favorite backpack ergonomic with patent pending technology,Wear a backpack? Lift the lbs + strain instantly SuperStraps,725709.69,,0.001150295
Make every chair ergonomic! 15 mins a day to perfect posture. Now with heat/ice for back pain relief & healing. Instant health boost!,Get Perfect Posture Effortlessly + Back Pain Relief /2nd Gen,1021481,,0.001619112
"Make every chair ergonomic! Use BetterBack for 15 mins a day to improve your posture, ease back pain and improve your health.",BetterBack - Perfect Posture Effortlessly,1193776.5,,0.001892211
"Fan out your cards with a simple flick. With 3 sizes, the razor-thin Fantom Wallet will hold your cards, coins, keys, cash, and more.",Fantom Wallet - The Quick Access Slim Wallet,466440.78,,0.000739338
An innovative and easy-to-use Velcro lens cap system that allows for quick camera lens changes.,LensPacks-Innovative Lens Caps for Quick Camera Lens Changes,28025.877,,4.44228E-05
LensRacks is a modular camera lens and gear storage system that allows for swift lens changes.,LensRacks - Quick Change Camera Gear Storage System,28271.244,,4.48117E-05
"Space technology on your desk. Made from all aluminum and glass, interact with magnetic force in its most beautiful form.",FORCE FLUID - Ferrofluid desk toy,46059,,7.30064E-05
"A ferrofluid suspension that blends science, art and design into one high quality interactive display.",Fluux LiquiMetal - A Color Shifting Ferrofluid Suspension,112768.25,,0.000178745
Having trouble making great drinks at home? Ice plays a key role! Enjoy high-quality drinks without going out to a bar.,Polar Ice Tray: The Perfect Ice for the Perfect Drink!,291356,,0.000461818
In just 10 minutes. As Quickly & Painlessly as possible. Increase range of motion by up to 40% (vs 18% increase w/ regular foam roller),C-REST v2.0 - Relieve Stress & Tension in Neck & Shoulder,152037,,0.000240988
"With the built-in spines inside the ergonomic Dual Plus Pillow, you can fall asleep effortlessly within minutes! All Night Comfort!","Rest, Recharge, & Repeat on the most Ergonomic Pillow ever",268085,,0.000424932
"10 minutes! Relieve Stress & Pain in Neck & Shoulder. C-REST is comfortable personal massager. Portable, so you can rest anywhere.",Relieve Pain & Get Weight off your Shoulder w/ C-REST,573269,,0.000908667
"The Beertop Delta is a Titanium spinning top with the ability to open bottles, designed for EDC. Whats life without whimsy?",Beertop Delta - Spinning Bottle Opener,21611,,3.42548E-05
"The smallest bottle opener around. 100% titanium, and made in the USA.",PiCO- Titanium Micro Bottle Opener,139768,,0.000221541
"Titanium keyhook with both twist off and lift off bottle openers, 4 hex wrenches, and a pry bar. By Pangea Designs.",Enigma Key Hook,13435,,2.12953E-05
The Pickpocket is a combined bottle opener/pocketclip that allows you to hang your keys in a pocket or from a beltloop.,the Pickpocketâ¢: Pocketclip/Bottle Opener,24056.051,,3.81304E-05
"Celebrate the most important date in your life, with your personal Laser cut & engraved Solar System. Custom made with NASA data.",SpaceTime Coordinates Memento - Acrylic & Wood,61861.234,,9.80539E-05
"Celebrate the most important date in your life! Discover your personal Solar System, custom made from your chosen date and NASA data.",SpaceTime Coordinates Color Art Prints,64172.816,,0.000101718
"3D printed solar system of your personal date, custom made with NASAs data. pendant / keyring ideal for Astronomy & Science lovers.",SpaceTime Coordinates Memento ~ celebrate a personal date,54020,,8.56251E-05
"discover the solar system on the personal human scale, using a birthdate (or any other date meaningful to you) and data from NASA / JPL",SpaceTime Coordinates ~ your personal place in space,91838.492,,0.00014557
A tripod that works with Android and iPhone cases. The Pocket Tripod is a card-size tripod for your phone that can adjust to any angle.,Pocket Tripod | The only phone tripod you need.,178649,,0.00028317
"The worlds first iPhone stand that can articulate to any imaginable angle, and can transform to the shape of a credit card.",Pocket Tripod: 360Â° wallet-sized iPhone stand,84457.219,,0.00013387
Sucks the tablet. Sucks the table. Suction all around.,"Slope: An Elegant Stand for iPad, Nexus 7&10, Kindle+",89104,,0.000141235
The most effective way to improve posture and help eliminate pain and Repetitive Strain Injuries (RSI) for laptop users.,Roost Laptop Stand | Free yourself from laptop neck pain,785724,,0.001245422
An ultra-portable device that transforms your laptop into a comfortable desktop workstation.,The Roost - Stop hunching over your laptop!,189983.13,,0.000301135
"Quickly change out your favorite D1 ink cartridges with our machined, perfectly balanced EDC pen.",The Field Pen | Compact,26546.99,,4.20786E-05
Designed for Everyday Carry; this compact go anywhere writing tool is perfect for every situation.,Machine Era | Field Pen,47463,,7.52318E-05
"Our all new Titanium Slim Wallet. Ultra-light, Compact, and Durable. A wallet youll love to carry. An essential add to your EDC.",Machine Era Ti5 (Re-Launch),30761,,4.87581E-05
"Introducing: Machine Era MULTI. A simple, functional, & sleek titanium multi-tool.  Rethink Your Everyday Carry.",Machine Era Titanium Multi-Tool,39196,,6.21281E-05
Fully Machined Slim Wallet.  Rethink your everyday carry.,Machine Era Wallet,248253.45,,0.000393497
"The KeySquare: a better way to carry your keys, open bottles, and look good doing it.","The KeySquare: Gentlemen, there is a better way...",83414,,0.000132216
"54 fallacies and biases cards for honing critical thinking skills, calling out people youâre arguing with, or spotting actual fake news",Critical Thinking Cards,78888.5,,0.000125043
Light Piece bringing Mesmerizing Art to life. Crafted with Precision.,Creating a Getaway Paradise - Lighting by Nymphs,91598.508,,0.000145189
Precisely Crafted Lamp that creates Mesmerizing Light Patterns in your home for less than 200 dollars.,Luxury Light Piece Refreshes Your Home â Nymphs Lamp,159264.61,,0.000252444
Use all of your available Internet connections at once to maximize speed & reliability with Dispatch.,"Dispatch: The Internet, Faster.",107622.61,,0.000170589
The first documentary chronicling the history of Canadian graphic design and how it shaped a nation and its people.,Design Canada,99178.992,,0.000157205
"Vasco pillowâs memory foam relieves pain in the neck, heating mode & massage system improves blood circulation and helps to fall asleep",Travel Pillow with Massage & Heating Mode by Vasco,78850.5,,0.000124983
7 most functional bags and packing cubes that will make your trip incredibly easy,VASCO - SMART PACKING CUBES AND BAGS,287349.19,,0.000455467
"A leather bag collection inspired by my Great Grandfathers Suitcase from 1914. Modern, functional artifacts. Guaranteed for life.","The Vintage Suitcase, Briefcase, & Portfolio. Reinvented.",145523,,0.000230663
"A belt built to last forever. Leather, hardware, and width options for any occasion. Exceptional quality at every step of the process.",Simply the highest quality belt. Guaranteed for life.,77209,,0.000122381
Heirloom quality jackets with a tailored fit. Inspired by classic military and riding garments from the early to mid 1900s.,Satchel & Page: Custom Calf Leather and Waxed Cotton Jackets,86720,,0.000137457
"Heirloom quality, 1940s styled leather bags. Inspired by my Grandfathers Map Case from WWII. Guaranteed for life.",Satchel & Page - Leather Bags Guaranteed For Life,228236.02,,0.000361768
"Best Sleep Mask for 100% Blackout. Perfect for Power Nap, Insomnia, Jet Lag. Never Let Poor Sleep Interfere With Your Epic Life Again.",Manta Sleep Mask - Worldâs 1st Modular Eye Mask for Sleeping,475193.69,,0.000753212
Made with All-Natural Bamboo Charcoal. Adsorbs Odor. Scent & Allergen Free. Sustainably Made. Transform Your Car into a Personal Oasis!,PURGGO: Bamboo Charcoal Car Air Eco-Purifier,40219.109,,6.37498E-05
"With an integrated music store Benjamin plays your favourite tracks and gets you brushing (and dancing!) for two minutes, twice a day.",Benjamin Brush - the Smart Music Toothbrush for everyone,16449,,2.60727E-05
"An innovative sleep companion for the whole family. Helping babies, children and adults get a good nights rest.",Suzy Snooze â a good nights sleep for everyone,70477,,0.00011171
A cute little movement sensor thats controlled by your smartphone. Sammy lets you keep an eye on your stuff.,Sammy Screamer - Motion Alarm,90840.281,,0.000143988
"Also available in Carbon Fiber finish. Amazing impact protection and timeless design; the most innovative iPhone case, with style.",SolidSuit: Leather Finish Impact Protection Case for iPhone,125692.65,,0.000199231
A slim profile bumper case that provides amazing drop protection. Protection that does NOT compromise on the original design,RHINOSHIELD Crash Guard: Slim impact Bumper for iPhone5/6/6+,390221.41,,0.000618525
"Rhino Shield protects your iPhone, iPad, Android mobile and tablet screens against impact.",Rhino Shield: The Impact Resistant Screen Protector,116463.67,,0.000184602
"MostRadâ¢ is BACK with their finest, slimmest, fastest, most compact and secure wallet to date...the brand new RFID protected MicroSlim!",MostRadâ¢ | MicroSlim Wallet,11517,,1.82552E-05
"Slim, speed, style, and security. The RFID protected MostRadâ¢  Maverick is the ULTIMATE go-to wallet for everyday use or travel.",MostRadâ¢ | Maverick Wallet,44198,,7.00566E-05
"A refreshing new take on our classic premium minimalist wallet offering comfort, speed, style, and security.",The 2015 MostRadâ¢ Minimalist Wallet (RFID Protection),46015,,7.29367E-05
"Offering comfort, speed, style, and security...youll never leave the house again without this premium modern day minimalist wallet.",The MostRadâ¢ Minimalist Wallet (Integrated RFID Protection),118066.14,,0.000187142
Magically connected drawing book thatâs endlessly reusable.,The Color Notebook,145991,,0.000231405
A smart paper-and-pen notebook thats endlessly reusable? Thats not magic. Its the Rocketbook Everlast.,The Everlast Notebook,1823227.5,,0.00288993
Combine the freedom of pen and paper with the utility of the cloud. Microwave. Repeat.,Rocketbook Wave: Cloud Connected Microwavable Notebook,574699,,0.000910934
"Help me create precision Dice machined from various solid metals such as Aluminum, Titanium, Copper, Brass, Tungsten and more!",Precision Machined Dice,153328.56,,0.000243035
Smart magnetic organisers that keep your cables neatly organised and tangle-free. Designed to make organisation easier and faster.,MACO 2.0 + BIG MACO - A Universal Cable Organiser (and more),96190.078,,0.000152467
"Keep your cables neat, organised and tangle-free. Attach MaCO to wall or on desk to keep cords from falling.",MaCO - Magnetic Cable Organiser,60438.324,,9.57985E-05
a precision camera slider and multi axis motor control system,LYNX - Camera Motion Control,123351.96,,0.000195521
"A compact, motorized tripod head and slider for dynamic video and timelapse photography.",Axis360: modular motion control for cameras,666456.25,,0.001056375
CineMoco takes video beyond what the eye can see. Its modular motion control for cameras.,CineMoco â Motor Control for your Camera,113913,,0.000180559
"CineSkates is a portable tripod slider system that enables fluid, rolling video without the hassle of bulky camera gear.",CineSkates Camera Sliders,486518.56,,0.000771162
"A great pen with an amazing machined mechanism - beautifully crafted and available in Titanium, Copper and Brass.",Mini-Click Pen - Gen2 in Titanium / Brass / Copper,63975.5,,0.000101405
The Mini-Click: This might just be your new favorite clicky pen.,Mini-Click : Great Pen - AMAZING Mechanism,39903,,6.32488E-05
Made in the USA. Built out of titanium. Designed to last a lifetime. Crafted to fit your hand. Its cooler than sharks with lasers.,The Ultimate Titanium Clicky Pen Project,36765,,5.82748E-05
"The Ultimate Clicky Pen is made in the USA, smooth as silk, designed to last a lifetime and quite possibly, the perfect clicky pen.",The Ultimate Clicky Pen Project,30272.01,,4.7983E-05
Travelwide is the ultralight 4Ã5 film camera that goes wherever you go.,Travelwide 4Ã5 camera,128685.01,,0.000203974
We set out to design the worlds best dopp kit - and ended up designing the worlds best everyday carry case in the process.,The Everyday Dopp: Effortlessly Organize Everything,32223,,5.10755E-05
Weve taken Kickstarters most popular single edge razor to the next level. Its time to join the single blade revolution.,The Single Edge Razor 2.0,256092,,0.000405922
"Weve reimagined the vintage safety razor and rebuilt it from the ground up. The result is intuitive, easy to use, and built to last.",THE SINGLE EDGE | Your mornings deserve more.,78278.867,,0.000124077
"3-in-1 ultra versatile memory foam travel pillow that delivers maximum comfort in any situation, and packs to the size of a mango","One travel pillow, endless sleeping possibilities",237490.83,,0.000376438
"Filter out pollution, dust and bacteria with the ultimate breathing mask by Banale. For health conscious people and urban commuters","Silver Mask: High-Performance, High-Fashion Breathing Mask",25803.883,,4.09008E-05
Alt: The iPhone case that protects and lets you mount your iPhone anywhere. For iPhone 6/6 Plus and 6s/6s Plus.,The Perfectly Minimal iPhone 6 & 6s Case & Mounting System,58400.5,,9.25685E-05
Introducing the RADIUS: the only aluminum case that showcases the iPhone 5âs design elements with its ultra minimalistic approach.,RADIUS Case: The Minimalist Case for iPhone,56114,,8.89442E-05
"Perfectly machined cubes of metal featuring ultra-dense Tungsten, Titanium, Copper and Aluminum",Cubit: Perfect Cubes of Ultra-Dense Tungsten,81985.078,,0.000129951
"Wheelchair wheels with integral suspension, helping you lead an active life more comfortably and with less effort.",Loopwheels: shock-absorbing suspension for wheelchairs,33555.711,,5.31879E-05
"Reinventing the 20 bicycle wheel: for maximum comfort over bumps and less vibration from the road, even on a folding bike.","Loopwheels: for a smoother, more comfortable bicycle ride",93867.563,,0.000148786
"AI-powered hands-free car accessory. Control your music, maps, and messages without touching your phone. Put Alexa in your car!",Voder: Add AI to Any Car for $49,265331.28,,0.000420567
"Built for work, play, and everything in between!       \(â¢â¡â¢)/",CHIP - The Worlds First Nine Dollar Computer,2071927.5,,0.003284135
"A customizable digital camera powered by Raspberry Pi.    See your unique vision through pictures, videos, GIFs + more!",Meet OTTO - The Hackable GIF Camera,71559.547,,0.000113426
"Smartphone Compatibility, Integrated Alarm, Full-Featured App, Nearly Indestructible Body. Protecting Your Bike has Never Been Better.",NokÄ U-Lock: Worlds Smartest U-Lock,400166,,0.000634288
The Felt Case for iPhone 6 and iPhone 6 Plus by FÅªZ Designs. The Best Case Youve Ever Felt. Quick Delivery and Free Shipping.,Felt Case for iPhone 6 and iPhone 6 Plus by FÅªZ Designs,32813,,5.20107E-05
Noke: End the frustration of losing keys and forgetting combinations forever. Noke is the worlds first bluetooth padlock you can share,Noke: The Worlds First Bluetooth Padlock,652828.81,,0.001034775
"Worlds First Premium Car Dock. Stunning Aluminum Design. Works with lightning, 30-pin, micro-USB. iPhone 5S, 5C, 5, 4, Samsung, HTC.","EverDock Go: Universal Car Dock for iPhone, Android",75603,,0.000119836
"Stunning aluminum design. Single or dual dock. Works with Lightning, 30-pin, micro-USB. iPhone 5S,5C,5,4, iPad, iPad mini, Samsung, HTC","EverDock: iPhone 5S, 5C, 5, 4, iPad, iPad Mini, Android Dock",452457.13,,0.000717173
Three impossibly simple yet overwhelmingly functional backpacks that will change the way you get around.,"Marlon: Stunning, Hyper-Functional Backpacks",44846,,7.10837E-05
"Spacious and lightweight, Marlon touts only functional features: one click compression, oversized wheels, & USB charging.","Marlon: Connected, Compression Carry-on",312387,,0.000495153
Say Hie to your new best friend... and the only diaper bag youll ever need.,Hie Diaper Bag: Your New Best Friend,395666,,0.000627155
The O.N.E. diaper that is destined to keep disposables out of our landfills.,O.N.E. Diaper,66814,,0.000105904
"A simple, customizable, magnetically-connected organization system for home or office, crafted from solid Walnut & Maple",Blox: organize your world!,23886,,3.78608E-05
The bird feeders that arrive flat and fold together easily - loved by birds everywhere!,"Brdi: The fun, foldable bird feeder!",9516,,1.50835E-05
"From pens & cables to wrenches & screwdrivers, bring order to your every day tools!",Ledr: the tool roll for everyone!,41860,,6.63507E-05
Precision machined Brass & Stainless Steel measuring artifacts - your own personal standard,Qbit: a modern interpretation of an ancient tool!,43523,,6.89867E-05
"A family of compact, credit card-sized Tuls ...be ready for anything!",Kickstarter Gold: the tool box for your wallet!,51854.109,,8.2192E-05
"Baltic birch + no-tool assembly - there when you need it, away when you dont. A simple bench designed to encourage progress.","Midl: A versatile, well-made bench",12726,,2.01715E-05
"Precise, perfectly-balanced, stainless steel spinning tops designed to make everyday decision-making more fun!",Spyn: decision-making made fun!,72615,,0.000115099
"Designed for active creators, writers & dreamers to capture those ideas that simply wonât wait ...shipping in time for the holidays!",Ledr workbook: one tough journal!,47266,,7.49196E-05
"Laser cut, etched & wrapped in leather, Kiki is an EDC toolbox for your key ring.",Kiki: toolbox meets key ring!,42901,,6.80008E-05
"Your new favorite go anywhere, do anything utility knife",Fave: the ideal all-purpose knife!,77603,,0.000123006
"A versatile, tailored tool roll designed for everyone; hand-crafted from full-grain baseball glove leather.",Ledr: taming tool chaos!,52876,,8.38118E-05
"Ships flat, folds in minutes - a fun, fold-it-yourself aluminum feeder for our feathered friends!",Brdi: the fold-it-yourself feeder!,9002,,1.42687E-05
A family of credit card-sized tools - in Stainless Steel and Titanium!,"Tuls: flat tools, round world!",37909,,6.00881E-05
"Re-chillable Pucs cool your drink without watering it down. Perfect for wine, whiskey, scotch - even coffee!",Pucs: rechargeable ice!,80444.492,,0.00012751
"Alexander Burhans, watch designer from Freiburg in Germany, presents a new - limited - edition of his successful model of 1992.",Redesign of a highly successful watch from the 90s,66568.484,,0.000105515
Most Versatile Table You Will Ever Own in HARDWOOD. Comfort & Space Saving At It`s Absolute Best. Eat Together From 2 to 12 People.,Transformer Table 2.0 | 6 Tables In 1,819659.81,,0.001299212
"Blending style with efficiency,the Transformer Table is perfect for all homes and occasions, large and small.Adjusting for 2 to 12 pers",Transformer Table: The Future of your Living Room,101316.28,,0.000160593
"Meet our new Cash, Billfold, and Passport Wallets -- updated designs with more storage and organization.",Anson Calder | Wallets for a minimalist lifestyle,48237,,7.64587E-05
The ââ Wallet minimizes your carry and maximizes access with its patent-pending cut-outs.,The Anson Calder ââ Wallet: Access Without Excess,56837,,9.00902E-05
The worldâs most popular automatic ball launcher now designed for bigger dogs.,iFetch Too!,117192,,0.000185757
"iFetch is the perfect toy for any small or medium size dog. Its an interactive, on-demand ball launcher. Dogs and people love it!",iFetch : The Ball Launcher for Dogs,88221,,0.000139836
"From the edge of expression. We have blended style, functionality and quality into an outstanding smart wallet collection.",REDEFINED - The Perfected Wallet Series.,116651.09,,0.000184899
A pull-tab minimalist smart wallet. Designed for every day.,FOCXâ¢ Everyday Wallet,30423.777,,4.82236E-05
It helps you structure and write your speeches in the most effective way.,Cicero - Public Speaking Cards,7628.001,,1.20909E-05
An analogue framework for fiction writers and screenwriters based on the Heros Journey. It helps you organise and build your stories!,Fabula Storytelling Cards,6615.3066,,1.04857E-05
"A deck of cards for Creativity born in the Polytechnic University of Milan. A synthesis of Design, Tarot and Gestalt Psychology.",IntÃ¹iti Creative Cards,60441.973,,9.58043E-05
"Proof is the pioneer in sustainable eyewear, creating products from wood, skate decks, cotton-based acetates, recycled aluminum & now..",Sunglasses Made from Rocks: Sticks x Stones Collection,78021,,0.000123668
This beautifully practical kick assist e-bike is the smartest move around the city as it extends your ride and folds easily.,FlyKly Smart Ped,437798.84,,0.000693939
Lightweight  and highly efficient all-in-one design pedal assist that fits on practically any bicycle.,FlyKly Smart Wheel,701239.31,,0.001111508
"The flat water bottles that fit in your bag. Introducing two new memobottles - The Slim, The A7 and a range of premium accessories.",memobottle H2.0,137238,,0.000217531
The memobottle fits in your bag alongside your laptop and books. Together we can reduce the consumption of single-use bottles.,"memobottle - A4, A5 & Letter Reusable Water Bottles",243215.72,,0.000385512
The classic drinking horn in a modern design.,Das Horn: the Definitive Drinking Horn.,83743.008,,0.000132738
Let us introduce our first modular camera pack for outdoor adventures built on the successfully funded Bootlegger Modular Pack System.,Bootlegger Photo Series,50615,,8.0228E-05
"The Bootlegger Modular Pack System. Swap the suspension, pick your pack and choose your adventure!",Bootlegger Modular Pack System,145667,,0.000230891
"Luxury mechanical watches inspired by the Bauhaus movement, featuring swiss-designed elements.  Get yours now!","Hastings & Co | Minimalist Watch, Mechanical Sophistication",69229.086,,0.000109732
Worlds first wireless bird feeder and birdcam-an interactive learning and photographic tool to discover your backyard world and beyond,Bird Photo Booth 2.0 - See life through a new lens.,62923,,9.97369E-05
"BIRD PHOTO BOOTH is the first device designed to let you remotely watch, photograph, video and even talk to birds in real time!",Bird Photo Booth -     Experience nature like never before.,42599,,6.75221E-05
functional - durable - sustainable  - ,HEIMPLANET Transit Line - Everyday travel bags,107106.7,,0.000169771
"The future of active packs - the MOTION Series by HEIMPLANET, perfect for every trip and every day, wherever you go.",The HEIMPLANET MOTION Series Active Backpacks,113835.52,,0.000180436
"A compact mobile studio for better photos, videos and even selfies. Anyone can now shoot more professionally and be more creative!",Mobile Rig - Capture more with your smartphone and GoPro,32433.008,,5.14084E-05
"Everyone can now record smooth and shake free video. Never watch jittery video again! Pocket-sized, most affordable and easy to use!",Smoovie - Super steady video for your smartphone and GoPro.,198319.66,,0.000314349
"Minimalist design, maximum efficiency, ARC is a dimmable statement LED light bulb tested in space.","ARC: The Ultimate Minimal, Dimmable LED Bulb",125860,,0.000199496
"STORY is the first levitating timepiece that travels through the air, allowing you to personalize your most unique journeys.",STORY: The Levitating Timepiece,696593,,0.001104144
LYFE is a zero-gravity growing system allowing you to cultivate your favorite plants in mid-air.,LYFE - Set your plants free,328579,,0.000520818
Flyte is a levitating lightbulb powered through the air.,Flyte:  Levitating Light,617258,,0.000978393
The Alpha Bamboo Fountain Pen is a modern tool inspired by the ancient roots of writing.,Prometheus Writes: Alpha Bamboo Fountain Pen,69525,,0.000110201
"The Kappa QR improves the functionality of your keychain by providing quick, secure, and easy access to the items you carry every day.",Prometheus Kappa Keychain Quick Release,36540,,5.79182E-05
"Open boxes and bottles anywhere, any time. The EKO is there when you need it & disappears onto your keychain when you dont.",Prometheus Emergency Box / Bottle Opener and Keychain QR,28100,,4.45403E-05
"The Lambda top marries brass, aluminum, and a ruby tip, taking the humble top to a new level of precision, performance, and beauty.",Prometheus Spins: The Lambda Top,98495,,0.000156121
"Bringing you a Prometheus light in a small, affordable, innovative package.",The Worlds First Quick-Release AAA Keychain Flashlight,134180,,0.000212684
Experience writing nirvana: a masterfully machined body designed exclusively for the worlds finest Montblanc cartridges.,Prometheus Writes: A Premium 3-piece Executive Pen,121286,,0.000192246
Inspired by bomber planes & military watches. Overbuilt. Reliable. Packed with ridiculous value. Say no to boring.,Bomber | An All-Around Badass Everyday Watch,330147,,0.000523304
"Watches inspired by 1970s race cars and their renegade drivers. Classy, yet badass. Packed with ridiculous value. Say no to boring.",Helgray Le Mans - The Outlaw Racers Chronograph.,148704,,0.000235705
Watches inspired by 1980s fighter jets & pilot watches. Overbuilt. Reliable. Packed with ridiculous value. Say no to boring.,Helgray Hornet - All-Around Badass Watch with Dual Time Zone,145823,,0.000231139
